nombre,ciudad,direccion,telefono,whatsapp,web,google_maps_url,estado
"Nutrifit Spa y Belleza Los Laureles","Asunción","Teresa Lamas Carísimo 5842 casi, Asunción 001420, Paraguay","595981100018","595981100018","","https://www.google.com/maps/place/Nutrifit+Spa+y+Belleza+Los+Laureles/data=!4m7!3m6!1s0x945da9f882b70d6f:0x4fa3e6c8718dcc23!8m2!3d-25.3123674!4d-57.5792976!16s%2Fg%2F11t0w5n5dz!19sChIJbw23gvipXZQRI8yNccjmo08?authuser=0&hl=es-419&rclk=1","PENDING"
"Carolina Zarate Spa Boutique","Asunción","Mariscal Antonio Jose Sucre, Asunción 001411, Paraguay","595981800788","595981800788","https://www.instagram.com/carolinazaratespa/","https://www.google.com/maps/place/Carolina+Zarate+Spa+Boutique/data=!4m7!3m6!1s0x945da8a21af9d65f:0x47e8f060081ce88d!8m2!3d-25.2905983!4d-57.5749821!16s%2Fg%2F11b6g93pnt!19sChIJX9b5GqKoXZQRjegcCGDw6Ec?authuser=0&hl=es-419&rclk=1","PENDING"
"Andessa Beauty Spa","Asunción","Moisés Bertoni 2829, Asunción 1234, Paraguay","595972117210","595972117210","","https://www.google.com/maps/place/Andessa+Beauty+Spa/data=!4m7!3m6!1s0x945da9007519edf9:0x30e6d04afc14ba66!8m2!3d-25.2982342!4d-57.5615258!16s%2Fg%2F11lyjw79d6!19sChIJ-e0ZdQCpXZQRZroU_ErQ5jA?authuser=0&hl=es-419&rclk=1","PENDING"
"Cielo y Tierra Spa","Asunción","Dr. Carlos Centurion 353 c, Asunción 001232, Paraguay","595981240484","595981240484","https://www.cieloytierra.com.py/","https://www.google.com/maps/place/Cielo+y+Tierra+Spa/data=!4m7!3m6!1s0x945da90231316fb1:0x9681d86f24770c47!8m2!3d-25.3117346!4d-57.59766!16s%2Fg%2F11srrny8vd!19sChIJsW8xMQKpXZQRRwx3JG_YgZY?authuser=0&hl=es-419&rclk=1","PENDING"
"Beauty & Spa Body Line","Asunción","Cedro 1168 casi Pilar Asunción, Cedro 1168, Asunción 1911, Paraguay","59521551797","59521551797","https://www.facebook.com/bodylinebeutyspa/","https://www.google.com/maps/place/Beauty+%26+Spa+Body+Line/data=!4m7!3m6!1s0x945da8fa269b4a59:0xaf0e4863499c03af!8m2!3d-25.3221761!4d-57.5926049!16s%2Fg%2F11f3cv3f4t!19sChIJWUqbJvqoXZQRrwOcSWNIDq8?authuser=0&hl=es-419&rclk=1","PENDING"
"Acqua Dolce Spa","Asunción","Tacuary 1334 e/ 1ra. y 2da. Proyectada, Tacuary 1334, Asunción, Paraguay","595961281515","595961281515","","https://www.google.com/maps/place/Acqua+Dolce+Spa/data=!4m7!3m6!1s0x945da7fc8e1546e1:0x73708b6ae1ae1c52!8m2!3d-25.295013!4d-57.6349107!16s%2Fg%2F11byl6pnts!19sChIJ4UYVjvynXZQRUhyu4WqLcHM?authuser=0&hl=es-419&rclk=1","PENDING"
"Amaran Estética","Asunción","Cuartel de la Rivera 4926, Asunción 001414, Paraguay","595992330183","595992330183","","https://www.google.com/maps/place/Amaran+Est%C3%A9tica/data=!4m7!3m6!1s0x945da9fa42ec44f3:0x2a63b5958c8edf28!8m2!3d-25.3031681!4d-57.5872896!16s%2Fg%2F11qq8bsyj8!19sChIJ80TsQvqpXZQRKN-OjJW1Yyo?authuser=0&hl=es-419&rclk=1","PENDING"
"Amano Spa","Asunción","Federación Rusa 1215, Asunción 001527, Paraguay","595981714783","595981714783","https://www.instagram.com/amanospa.py/","https://www.google.com/maps/place/Amano+Spa/data=!4m7!3m6!1s0x945da89faed28fd3:0xf0b344f9eebe96c8!8m2!3d-25.2795764!4d-57.5722101!16s%2Fg%2F113d_75y_!19sChIJ04_Srp-oXZQRyJa-7vlEs_A?authuser=0&hl=es-419&rclk=1","PENDING"
"Mudraa Spa Py","Asunción","Carmen Soler 3640 c, Asunción 0000, Paraguay","595971186989","595971186989","https://www.instagram.com/mudraa.py/","https://www.google.com/maps/place/Mudraa+Spa+Py/data=!4m7!3m6!1s0x945da9470a5af0eb:0xcb46b3a962ded07e!8m2!3d-25.2987219!4d-57.6004613!16s%2Fg%2F11k4jnkbc1!19sChIJ6_BaCkepXZQRftDeYqmzRss?authuser=0&hl=es-419&rclk=1","PENDING"
"Bella Pelle","Asunción","Av. Médicos del Chaco 2312, Asunción 110711, Paraguay","595991728094","595991728094","https://www.facebook.com/bellapellepy","https://www.google.com/maps/place/Bella+Pelle/data=!4m7!3m6!1s0x945da9a4ce6cef3d:0x4e9c6bcea966404b!8m2!3d-25.3307108!4d-57.606618!16s%2Fg%2F11f7r2z1cv!19sChIJPe9szqSpXZQRS0Bmqc5rnE4?authuser=0&hl=es-419&rclk=1","PENDING"
"Calle 11 Spa Urbano - Mburucuya","Asunción","Padre José Félix González, Asunción 001531, Paraguay","595974968585","595974968585","http://www.calle11.net/","https://www.google.com/maps/place/Calle+11+Spa+Urbano+-+Mburucuya/data=!4m7!3m6!1s0x945da63e277893c1:0x51a64b209b6a2e14!8m2!3d-25.267154!4d-57.5760357!16s%2Fg%2F1tfv66hf!19sChIJwZN4Jz6mXZQRFC5qmyBLplE?authuser=0&hl=es-419&rclk=1","PENDING"
"Spa Nilza Rinaldi","Asunción","Federación Rusa, Asunción 001528, Paraguay","59521661488","59521661488","","https://www.google.com/maps/place/Spa+Nilza+Rinaldi/data=!4m7!3m6!1s0x945da61ed961aae3:0xb6e508a04bc005d5!8m2!3d-25.2796912!4d-57.5727488!16s%2Fg%2F11d_8m3h08!19sChIJ46ph2R6mXZQR1QXAS6AI5bY?authuser=0&hl=es-419&rclk=1","PENDING"
"Nala Medicina Estética","Asunción","Paraguay 1666, S2000 Rosario, Santa Fe","03413567970","03413567970","","https://www.google.com/maps/place/Nala+Medicina+Est%C3%A9tica/data=!4m7!3m6!1s0x95b7ab5525cdbbf5:0x84af226e75dd07f6!8m2!3d-32.9558281!4d-60.646445!16s%2Fg%2F11jb52r75t!19sChIJ9bvNJVWrt5UR9gfddW4ir4Q?authuser=0&hl=es-419&rclk=1","PENDING"
"BL DermoEstética","Asunción","Avenue Dr. Luis Maria Argaña 246 c, Asunción 001303, Paraguay","595961845409","595961845409","https://facebook.com/bldermoestetica","https://www.google.com/maps/place/BL+DermoEst%C3%A9tica/data=!4m7!3m6!1s0x945da831280ddf75:0x1d237edb9fb0a3db!8m2!3d-25.3310263!4d-57.6262753!16s%2Fg%2F11csqvpb4d!19sChIJdd8NKDGoXZQR26Own9t-Ix0?authuser=0&hl=es-419&rclk=1","PENDING"
"BL DermoEstética","Asunción","Dra. Serafina Dávalos, Asunción 1876, Paraguay","595975900550","595975900550","https://www.instagram.com/bldermoestetica?igsh=MTI2bGszajhhdGU4dg==","https://www.google.com/maps/place/BL+DermoEst%C3%A9tica/data=!4m7!3m6!1s0x945da94bca761edf:0x4871e368a038638e!8m2!3d-25.31316!4d-57.5799964!16s%2Fg%2F11h0cct86x!19sChIJ3x52ykupXZQRjmM4oGjjcUg?authuser=0&hl=es-419&rclk=1","PENDING"
"Fisiolution Paraguay","Asunción","Simón Bolívar N° 851, entre Parapiti y, Asunción, Paraguay","595981095546","595981095546","","https://www.google.com/maps/place/Fisiolution+Paraguay/data=!4m7!3m6!1s0x945da7f5d5e4f859:0x57cb1cc205d2ee54!8m2!3d-25.2947777!4d-57.6339315!16s%2Fg%2F11fr48kjwj!19sChIJWfjk1fWnXZQRVO7SBcIcy1c?authuser=0&hl=es-419&rclk=1","PENDING"
"La Casa Depelle","Asunción","Gonzalo Bulnes 677, Asunción 001411, Paraguay","595984731000","595984731000","https://depelle.com.py/","https://www.google.com/maps/place/La+Casa+Depelle/data=!4m7!3m6!1s0x945da980252b2a69:0xa8ff4891da76e991!8m2!3d-25.28839!4d-57.5792502!16s%2Fg%2F11szb_4fn2!19sChIJaSorJYCpXZQRkel22pFI_6g?authuser=0&hl=es-419&rclk=1","PENDING"
"Estética Gloria Benitez","Asunción","Ri 3 Corrales 4195 c, Asunción 1001, Paraguay","595972459040","595972459040","","https://www.google.com/maps/place/Est%C3%A9tica+Gloria+Benitez/data=!4m7!3m6!1s0x945da92fdd951961:0xd8b7c03f21bf3583!8m2!3d-25.3149406!4d-57.5778812!16s%2Fg%2F11nw_xrzv9!19sChIJYRmV3S-pXZQRgzW_IT_At9g?authuser=0&hl=es-419&rclk=1","PENDING"
"Sempre Bela Fisio Estética","Asunción","Asunción 001522, Paraguay","595986663434","595986663434","","https://www.google.com/maps/place/Sempre+Bela+Fisio+Est%C3%A9tica/data=!4m7!3m6!1s0x945da79539b8395f:0x21a33b1003fe4571!8m2!3d-25.2611875!4d-57.5564375!16s%2Fg%2F11h57xwg19!19sChIJXzm4OZWnXZQRcUX-AxA7oyE?authuser=0&hl=es-419&rclk=1","PENDING"
"Beauty Life Stetic","Asunción","R.I. 5 Gral. Díaz casi, Asunción 001416, Paraguay","595984377070","595984377070","","https://www.google.com/maps/place/Beauty+Life+Stetic/data=!4m7!3m6!1s0x945da9907fa71b5b:0x60ff7721c76fea13!8m2!3d-25.300413!4d-57.5681615!16s%2Fg%2F11ldkhg5z7!19sChIJWxunf5CpXZQRE-pvxyF3_2A?authuser=0&hl=es-419&rclk=1","PENDING"
"Hygge","Asunción","R.I. 5 Gral. Díaz, Asunción 001416, Paraguay","595992425597","595992425597","","https://www.google.com/maps/place/Hygge/data=!4m7!3m6!1s0x945da940f15f1acf:0xd3161df5a2f2e9b6!8m2!3d-25.3002073!4d-57.5742041!16s%2Fg%2F11j0rh7qd3!19sChIJzxpf8UCpXZQRtunyovUdFtM?authuser=0&hl=es-419&rclk=1","PENDING"
"Thaya Clínic Spa","Asunción","Aca Caraya 519, Asunción 001229, Paraguay","595984487584","595984487584","","https://www.google.com/maps/place/Thaya+Cl%C3%ADnic+Spa/data=!4m7!3m6!1s0x945da92c6aa21cf7:0x35f9ed9f8176e16b!8m2!3d-25.2966366!4d-57.6020713!16s%2Fg%2F11tcfgr47c!19sChIJ9xyiaiypXZQRa-F2gZ_t-TU?authuser=0&hl=es-419&rclk=1","PENDING"
"Delineado Permanente","Ciudad de México","C. Viveros de Atizapán 74 Col, Hab Viveros de la Loma, 54080 Tlalnepantla, Méx., México","525559064330","525559064330","http://www.delineadopermanente.info/","https://www.google.com/maps/place/Delineado+Permanente/data=!4m7!3m6!1s0x85d1f7d5acdc95bd:0x3bdcbb23a244b4bc!8m2!3d19.522683!4d-99.22087!16s%2Fg%2F1ptw_j5yb!19sChIJvZXcrNX30YURvLREoiO73Ds?authuser=0&hl=es-419&rclk=1","PENDING"
"Novopiel Nápoles","Ciudad de México","San Antonio 88-Local A, Cd. de los Deportes, Benito Juárez, 03710 Ciudad de México, CDMX, México","525528750999","525528750999","http://www.novopiel.net/","https://www.google.com/maps/place/Novopiel+N%C3%A1poles/data=!4m7!3m6!1s0x85d1ff6d15789603:0x19577509e66827fd!8m2!3d19.385537!4d-99.177578!16s%2Fg%2F11np6qqbyh!19sChIJA5Z4FW3_0YUR_Sdo5gl1Vxk?authuser=0&hl=es-419&rclk=1","PENDING"
"BALMORI CENTER - Clínica de Medicina Estética y regenerativa","Ciudad de México","Av. Ejército Nacional Mexicano 700-Piso 5, Polanco, Polanco III Secc, Miguel Hidalgo, 11540 Ciudad de México, CDMX, México","525543715660","525543715660","http://balmoricenter.com/","https://www.google.com/maps/place/BALMORI+CENTER+-+Cl%C3%ADnica+de+Medicina+Est%C3%A9tica+y+regenerativa/data=!4m7!3m6!1s0x85d2034407d1c61d:0x18f4e851fc6bf3b5!8m2!3d19.437916!4d-99.197636!16s%2Fg%2F11j9cjsg8x!19sChIJHcbRB0QD0oURtfNr_FHo9Bg?authuser=0&hl=es-419&rclk=1","PENDING"
"Medical Glamour Polanco","Ciudad de México","Av Moliere 107-2do piso, Polanco, Polanco III Secc, Miguel Hidalgo, 11560 Ciudad de México, CDMX, México","525527634703","525527634703","https://medicalglamourpolanco.com/","https://www.google.com/maps/place/Medical+Glamour+Polanco/data=!4m7!3m6!1s0x85d2035306ad97d3:0x68500533f8a51cbd!8m2!3d19.4333043!4d-99.2014823!16s%2Fg%2F11tcxrvn2m!19sChIJ05etBlMD0oURvRyl-DMFUGg?authuser=0&hl=es-419&rclk=1","PENDING"
"Clínica Aurus Polanco","Ciudad de México","Av. Horacio 124-Interior 801, Polanco, Polanco V Secc, Miguel Hidalgo, 11560 Ciudad de México, CDMX, México","525511483114","525511483114","https://www.clinica-aurus.com/","https://www.google.com/maps/place/Cl%C3%ADnica+Aurus+Polanco/data=!4m7!3m6!1s0x85d1f9dc0521b73b:0x11e1d9fba10dd394!8m2!3d19.4327862!4d-99.1826681!16s%2Fg%2F11n172csf8!19sChIJO7chBdz50YURlNMNofvZ4RE?authuser=0&hl=es-419&rclk=1","PENDING"
"Dra. Lizaveta","Ciudad de México","Lamartine 156, Chapultepec Morales, Polanco V Secc, Miguel Hidalgo, 11560 Ciudad de México, CDMX, México","525585581425","525585581425","https://www.instagram.com/dra.lizaveta","https://www.google.com/maps/place/Dra.+Lizaveta/data=!4m7!3m6!1s0x85d1f90034448203:0x5689eb2d5fdd8063!8m2!3d19.4358666!4d-99.1895156!16s%2Fg%2F11wpphsfty!19sChIJA4JENAD50YURY4DdXy3riVY?authuser=0&hl=es-419&rclk=1","PENDING"
"Get Spa Polanco","Ciudad de México","Entrada por Emerson, Av. Homero 440-PB-Local4, Polanco, Miguel Hidalgo, 11560 Ciudad de México, CDMX, México","525552548964","525552548964","http://gettspa.com/","https://www.google.com/maps/place/Get+Spa+Polanco/data=!4m7!3m6!1s0x85d1ff56e12b1e4b:0x22442c197e623672!8m2!3d19.4351115!4d-99.1887036!16s%2Fg%2F11lm1ffwk7!19sChIJSx4r4Vb_0YURcjZifhksRCI?authuser=0&hl=es-419&rclk=1","PENDING"
"BeautyFull Medicina Estetica","Ciudad de México","Av Moliere 310, Polanco, Polanco II Secc, Miguel Hidalgo, 11530 Polanco, CDMX, México","525516291792","525516291792","","https://www.google.com/maps/place/BeautyFull+Medicina+Estetica/data=!4m7!3m6!1s0x85d2036fe73502cf:0x2f2f40c38b9b0ae8!8m2!3d19.4367036!4d-99.2016726!16s%2Fg%2F11t0ndr9mc!19sChIJzwI1528D0oUR6Aqbi8NALy8?authuser=0&hl=es-419&rclk=1","PENDING"
"De León Medicina Estética","Ciudad de México","Av. Homero 1339, Polanco, Polanco II Secc, Miguel Hidalgo, 11550 Ciudad de México, CDMX, México","525511494043","525511494043","","https://www.google.com/maps/place/De+Le%C3%B3n+Medicina+Est%C3%A9tica/data=!4m7!3m6!1s0x85d203582d9c04a7:0xf7811fab8b1239e6!8m2!3d19.4363359!4d-99.2029631!16s%2Fg%2F11gw2m_x63!19sChIJpwScLVgD0oUR5jkSi6sfgfc?authuser=0&hl=es-419&rclk=1","PENDING"
"Beauty Concept Clinic","Ciudad de México","Av Moliere 13-11B, Polanco, Polanco III Secc, Miguel Hidalgo, 11540 Ciudad de México, CDMX, México","525549160472","525549160472","http://beautyconceptclinic.com/","https://www.google.com/maps/place/Beauty+Concept+Clinic/data=!4m7!3m6!1s0x85d1ff24c93a63cf:0xe79b73c36875a7f8!8m2!3d19.4298647!4d-99.2025775!16s%2Fg%2F11hyjmn47p!19sChIJz2M6yST_0YUR-Kd1aMNzm-c?authuser=0&hl=es-419&rclk=1","PENDING"
"Novopiel Polanco","Ciudad de México","Anatole France 139, Polanco, Polanco III Secc, Miguel Hidalgo, 11560 Ciudad de México, CDMX, México","525550386203","525550386203","http://www.novopiel.net/","https://www.google.com/maps/place/Novopiel+Polanco/data=!4m7!3m6!1s0x85d2035fa51004f5:0x783e2c40dfb57048!8m2!3d19.432926!4d-99.197299!16s%2Fg%2F11lgm7rv7g!19sChIJ9QQQpV8D0oURSHC130AsPng?authuser=0&hl=es-419&rclk=1","PENDING"
"FI Salon","Ciudad de México","Barcelona 3-Local H, Juárez, Cuauhtémoc, 06600 Cuauhtémoc, CDMX, México","525565108151","525565108151","","https://www.google.com/maps/place/FI+Salon/data=!4m7!3m6!1s0x85d1ff2e5fd48825:0x75ee386aefe493dc!8m2!3d19.427785!4d-99.153204!16s%2Fg%2F11ygj8vx2j!19sChIJJYjUXy7_0YUR3JPk72o47nU?authuser=0&hl=es-419&rclk=1","PENDING"
"SPA CONDESA AESTHETICS","Ciudad de México","Tlaxcala 151, Roma Sur, Cuauhtémoc, 06100 Ciudad de México, CDMX, México","525621522481","525621522481","https://www.instagram.com/spacondesa.aesthetics?igsh=MTBjdHQ0Z3JmbTJnZw==&utm_source=qr","https://www.google.com/maps/place/SPA+CONDESA+AESTHETICS/data=!4m7!3m6!1s0x85d1ff286c4aef77:0x1a1f93da39c13c6a!8m2!3d19.4070658!4d-99.1686199!16s%2Fg%2F11krlzb0_0!19sChIJd-9KbCj_0YURajzBOdqTHxo?authuser=0&hl=es-419&rclk=1","PENDING"
"Nemiia Spa & Clinic Condesa","Ciudad de México","Calle Parral 78 Bis-piso 6, Colonia Condesa, Cuauhtémoc, 06140 Ciudad de México, CDMX, México","525543560913","525543560913","https://www.nemiiaspa.com/nemiia-spa","https://www.google.com/maps/place/Nemiia+Spa+%26+Clinic+Condesa/data=!4m7!3m6!1s0x85d1ffa4d6e02dbf:0x7b7cfebf5432e39f!8m2!3d19.4117124!4d-99.1744741!16s%2Fg%2F11pdlxfbrl!19sChIJvy3g1qT_0YURn-MyVL_-fHs?authuser=0&hl=es-419&rclk=1","PENDING"
"Dr. Victor Rangel – Medicina Estética","Ciudad de México","C. de Pachuca 82, Colonia Condesa, Cuauhtémoc, 06140 Ciudad de México, CDMX, México","525549070457","525549070457","https://wa.me/525549070457","https://www.google.com/maps/place/Dr.+Victor+Rangel+%E2%80%93+Medicina+Est%C3%A9tica/data=!4m7!3m6!1s0x85d1ffae7d823e03:0x500c382226bc01dc!8m2!3d19.415558!4d-99.1773226!16s%2Fg%2F11y0q6wts6!19sChIJAz6Cfa7_0YUR3AG8JiI4DFA?authuser=0&hl=es-419&rclk=1","PENDING"
"Dra. Arlen Alvarez - Medicina Estética CDMX","Ciudad de México","Av Michoacán 9-interior 503, Hipódromo, Cuauhtémoc, 06100 Ciudad de México, CDMX, México","525579862748","525579862748","https://drarlenalvarez.com/","https://www.google.com/maps/place/Dra.+Arlen+Alvarez+-+Medicina+Est%C3%A9tica+CDMX/data=!4m7!3m6!1s0x85d1ff0f6cf26bb5:0x3fe1974cb1c998cd!8m2!3d19.4108563!4d-99.1675193!16s%2Fg%2F11x8hkd1sb!19sChIJtWvybA__0YURzZjJsUyX4T8?authuser=0&hl=es-419&rclk=1","PENDING"
"AESTHETIC DOCTORS - (Botox, Hialurónico, Sculptra, VENUS, Bioestimulación, Enzimas & más..)","Ciudad de México","Tabasco 337, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, México","525522975532","525522975532","https://aestheticdoctorsmexico.com/","https://www.google.com/maps/place/AESTHETIC+DOCTORS+-+%28Botox,+Hialur%C3%B3nico,+Sculptra,+VENUS,+Bioestimulaci%C3%B3n,+Enzimas+%26+m%C3%A1s..%29/data=!4m7!3m6!1s0x85d1fff40f8d38f1:0xca9a8e1023a5fae0!8m2!3d19.4175446!4d-99.1681681!16s%2Fg%2F11fq_6lp3_!19sChIJ8TiND_T_0YUR4PqlIxCOmso?authuser=0&hl=es-419&rclk=1","PENDING"
"GLOW AESTHETIC CENTER , (Botox,ácido hialurónico, Bioestimuladores,Exosomas, Sueroterapia,implante de placenta)","Ciudad de México","Campeche 430-Colsultorio 3, Hipódromo Condesa, Cuauhtémoc, 06100 Ciudad de México, CDMX, México","525612783887","525612783887","https://glowaestheticcenter.mx/","https://www.google.com/maps/place/GLOW+AESTHETIC+CENTER+,+%28Botox,%C3%A1cido+hialur%C3%B3nico,+Bioestimuladores,Exosomas,+Sueroterapia,implante+de+placenta%29/data=!4m7!3m6!1s0x85d1ffc95d48993b:0x92bee27c8f555b34!8m2!3d19.4107715!4d-99.1770006!16s%2Fg%2F11wn6qzbpm!19sChIJO5lIXcn_0YURNFtVj3zivpI?authuser=0&hl=es-419&rclk=1","PENDING"
"María Linda Patriotismo - Dermatología y Medicina Estética","Ciudad de México","Av. Patriotismo 670, Mixcoac, Benito Juárez, 03730 Ciudad de México, CDMX, México","525513283833","525513283833","https://marialinda.mx/?utm_source=Organic&utm_medium=GMB&utm_campaign=GMB","https://www.google.com/maps/place/Mar%C3%ADa+Linda+Patriotismo+-+Dermatolog%C3%ADa+y+Medicina+Est%C3%A9tica/data=!4m7!3m6!1s0x85d1ff3354df7d81:0xf4b0b6bc641548a8!8m2!3d19.380241!4d-99.184857!16s%2Fg%2F11ry0by2zs!19sChIJgX3fVDP_0YURqEgVZLy2sPQ?authuser=0&hl=es-419&rclk=1","PENDING"
"Body Clinic Roma","Ciudad de México","Mérida 175, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, México","525530541498","525530541498","http://bodyclinicroma.com/","https://www.google.com/maps/place/Body+Clinic+Roma/data=!4m7!3m6!1s0x85d1ff055fe120d9:0x83d63b5082f4292f!8m2!3d19.4156919!4d-99.1567828!16s%2Fg%2F11hds0dysd!19sChIJ2SDhXwX_0YURLyn0glA71oM?authuser=0&hl=es-419&rclk=1","PENDING"
"Alta Especialidad Médica Roma CÓRDOBA 23","Ciudad de México","Córdoba 23, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, México","525556119889","525556119889","https://altaespecialidadmedica.com/","https://www.google.com/maps/place/Alta+Especialidad+M%C3%A9dica+Roma+C%C3%93RDOBA+23/data=!4m7!3m6!1s0x85d1ff9cdc124385:0xb694e70f75f43a20!8m2!3d19.4232771!4d-99.1599895!16s%2Fg%2F11hdsxr95v!19sChIJhUMS3Jz_0YURIDr0dQ_nlLY?authuser=0&hl=es-419&rclk=1","PENDING"
"Eternal Glow CDMX Roma Norte (English speaking) - Botox | Hilos PDO | Sculptra | Fillers & more","Ciudad de México","Valladolid 56, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, México","525554049467","525554049467","https://eternalglow.com.mx/","https://www.google.com/maps/place/Eternal+Glow+CDMX+Roma+Norte+%28English+speaking%29+-+Botox+%7C+Hilos+PDO+%7C+Sculptra+%7C+Fillers+%26+more/data=!4m7!3m6!1s0x85d1ff47d870b44b:0x80b5e92ad8986eb0!8m2!3d19.4200327!4d-99.1681248!16s%2Fg%2F11vzcm6svm!19sChIJS7Rw2Ef_0YURsG6Y2CrptYA?authuser=0&hl=es-419&rclk=1","PENDING"
"Tina Medicina Estética","Ciudad de México","C.Colima 385, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, México","525535474281","525535474281","https://tinamedicinaestetica.com/","https://www.google.com/maps/place/Tina+Medicina+Est%C3%A9tica/data=!4m7!3m6!1s0x85d1ff47b05687d9:0x8ad7f2665c116114!8m2!3d19.4178644!4d-99.170248!16s%2Fg%2F11b603wd8l!19sChIJ2YdWsEf_0YURFGERXGby14o?authuser=0&hl=es-419&rclk=1","PENDING"
"Yuvā Medicina Estética","Ciudad de México","Mérida 255, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, México","525565438248","525565438248","","https://www.google.com/maps/place/Yuv%C4%81+Medicina+Est%C3%A9tica/data=!4m7!3m6!1s0x85d1ff75da346fd7:0x11439f6a599ec50a!8m2!3d19.411999!4d-99.1558422!16s%2Fg%2F11v5wcdjbz!19sChIJ12802nX_0YURCsWeWWqfQxE?authuser=0&hl=es-419&rclk=1","PENDING"
"Xa Spa Medic & Organic Beauty Roma Norte","Ciudad de México","C. de Chiapas 194, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, México","525519179266","525519179266","http://haspa.com.mx/","https://www.google.com/maps/place/Xa+Spa+Medic+%26+Organic+Beauty+Roma+Norte/data=!4m7!3m6!1s0x85ce0122272668a9:0x251798c8292ac940!8m2!3d19.411666!4d-99.1653892!16s%2Fg%2F11jy2kwp81!19sChIJqWgmJyIBzoURQMkqKciYFyU?authuser=0&hl=es-419&rclk=1","PENDING"
"Clínica Alex Alvarez Dermoestética y Nutrición","Ciudad de México","Avenida Álvaro Obregón 53-101. Col. Roma Nte 06700, Primer piso, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, México","525532628761","525532628761","http://www.alexalvarez.com.mx/","https://www.google.com/maps/place/Cl%C3%ADnica+Alex+Alvarez+Dermoest%C3%A9tica+y+Nutrici%C3%B3n/data=!4m7!3m6!1s0x85d1ff3985dc378f:0xd4d9844a1700425d!8m2!3d19.4190328!4d-99.157059!16s%2Fg%2F12llqjydn!19sChIJjzfchTn_0YURXUIAF0qE2dQ?authuser=0&hl=es-419&rclk=1","PENDING"
"Petiva Aesthetic Wellness Santa Fe","Ciudad de México","Av. Santa Fe 483, Lomas de Santa Fe, Santa Fe, Cuajimalpa de Morelos, 05348 Ciudad de México, CDMX, México","525552929701","525552929701","http://www.petiva.mx/","https://www.google.com/maps/place/Petiva+Aesthetic+Wellness+Santa+Fe/data=!4m7!3m6!1s0x85d2072d7d512b3d:0x1b2e99a97b3f8203!8m2!3d19.35876!4d-99.2719413!16s%2Fg%2F11fmrqmcl5!19sChIJPStRfS0H0oURA4I_e6mZLhs?authuser=0&hl=es-419&rclk=1","PENDING"
"Hedding Medical Santa Fe","Ciudad de México","Prolongación Reforma 1190 Torre A Mezzanine 303, Cruz Manca, Santa Fe, Cuajimalpa de Morelos, 05348 Ciudad de México, CDMX, México","525516646408","525516646408","","https://www.google.com/maps/place/Hedding+Medical+Santa+Fe/data=!4m7!3m6!1s0x85d201a0e4424225:0x9732c2007d9f3eb5!8m2!3d19.3609024!4d-99.2696896!16s%2Fg%2F11gn2264zj!19sChIJJUJC5KAB0oURtT6ffQDCMpc?authuser=0&hl=es-419&rclk=1","PENDING"
"Médica AL Santa Fe","Ciudad de México","Corporativo Diamante, Corporativo Diamante Santa Fe, Santa Fe, Contadero, Cuajimalpa de Morelos, 05348 Ciudad de México, CDMX, México","525549033440","525549033440","https://medica-al.com/","https://www.google.com/maps/place/M%C3%A9dica+AL+Santa+Fe/data=!4m7!3m6!1s0x85d1ff41e5d0c101:0xa216379a9413af54!8m2!3d19.3614222!4d-99.2782432!16s%2Fg%2F11ckkxm862!19sChIJAcHQ5UH_0YURVK8TlJo3FqI?authuser=0&hl=es-419&rclk=1","PENDING"
"Instituto de Cirugía Plástica y Médical Spa","Ciudad de México","Guillermo González Camarena 1205 Local B13 PB, Santa Fe, Álvaro Obregón, 01210 Ciudad de México, CDMX, México","525552477853","525552477853","http://institutodecirugiaplastica.mx/","https://www.google.com/maps/place/Instituto+de+Cirug%C3%ADa+Pl%C3%A1stica+y+M%C3%A9dical+Spa/data=!4m7!3m6!1s0x85d200317658544d:0x946fef3d0dc6fd52!8m2!3d19.3656886!4d-99.2642164!16s%2Fg%2F1tfp_5j8!19sChIJTVRYdjEA0oURUv3GDT3vb5Q?authuser=0&hl=es-419&rclk=1","PENDING"
"Body Sanctuary - Santa Fe","Ciudad de México","Entrada por la calle, Juan Salvador Agraz 40-Piso 6, Oficina 607, Santa Fe, Contadero, Cuajimalpa de Morelos, 05348 Ciudad de México, CDMX, México","525525910403","525525910403","","https://www.google.com/maps/place/Body+Sanctuary+-+Santa+Fe/data=!4m7!3m6!1s0x85d200cb25603325:0x44e2f31166d00037!8m2!3d19.3600377!4d-99.2785859!16s%2Fg%2F1thxwkrh!19sChIJJTNgJcsA0oURNwDQZhHz4kQ?authuser=0&hl=es-419&rclk=1","PENDING"
