nombre,ciudad,pais,direccion,telefono,whatsapp,web,google_maps_url,estado
"Fika Nutrición y Bienestar","Córdoba","Argentina","Donaciano del Campillo 1915, Independencia 1154, X5009 Córdoba","0351155721198","0351155721198","http://www.instagram.com/fika.nutricion","https://www.google.com/maps/place/Fika+Nutrici%C3%B3n+y+Bienestar/data=!4m7!3m6!1s0x943299c9046e1e89:0x4dc96f21d9395548!8m2!3d-31.3716845!4d-64.2351586!16s%2Fg%2F11q93_yjnk!19sChIJiR5uBMmZMpQRSFU52SFvyU0?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Fernanda Cardona Nutricionista","Córdoba","Argentina","Gdor. Victorino Rodríguez 1534, X5009IYL X5009IYL, Córdoba","0351153837492","0351153837492","","https://www.google.com/maps/place/Fernanda+Cardona+Nutricionista/data=!4m7!3m6!1s0x9432991b0ba69e27:0x173c1f94f3378acf!8m2!3d-31.3779045!4d-64.2365382!16s%2Fg%2F11hdg0wh9n!19sChIJJ56mCxuZMpQRz4o385QfPBc?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Consultorio odontologico cerro","Córdoba","Argentina","Av. Fernando Fader 4281, X5000 Córdoba","03515129910","03515129910","https://m.facebook.com/profile.php?id=161552904414943&ref=content_filter","https://www.google.com/maps/place/Consultorio+odontologico+cerro/data=!4m7!3m6!1s0x9432992e083aaa5d:0x2d4924e4329913f3!8m2!3d-31.3712147!4d-64.2366571!16s%2Fg%2F11dfh_qds2!19sChIJXao6CC6ZMpQR8xOZMuQkSS0?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"DRA. CECI","Córdoba","Argentina","Luis Jose de Tejeda 4634, X5009 Cerro, X5009CEF, Córdoba","03513777770","03513777770","","https://www.google.com/maps/place/DRA.+CECI/data=!4m7!3m6!1s0x94329931e963c539:0x53bceb395fbc5be!8m2!3d-31.3642884!4d-64.2383097!16s%2Fg%2F11bv5sk70s!19sChIJOcVj6TGZMpQRvsX7lbPOOwU?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Odocto","Córdoba","Argentina","Mario Arruabarrena 2072, X5009 IQM, Córdoba","03514824100","03514824100","https://www.facebook.com/odocto","https://www.google.com/maps/place/Odocto/data=!4m7!3m6!1s0x9432992659c52c73:0xc29530119365269e!8m2!3d-31.3756824!4d-64.227405!16s%2Fg%2F1tjprlgd!19sChIJcyzFWSaZMpQRniZlkxEwlcI?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Dontoestetica - blanqueamiento dental, carillas dentales, protesis, urgencias","Córdoba","Argentina","Mayor Arruabarrena 1995, X5009 Córdoba","03516872269","03516872269","https://dontoestetica.com/","https://www.google.com/maps/place/Dontoestetica+-+blanqueamiento+dental,+carillas+dentales,+protesis,+urgencias/data=!4m7!3m6!1s0x943299268774ea49:0x211ed337f0b65b3d!8m2!3d-31.3759471!4d-64.2283268!16s%2Fg%2F11d_pvxj_7!19sChIJSep0hyaZMpQRPVu28DfTHiE?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"RED ODONTOLOGICA","Córdoba","Argentina","Luis Jose de Tejeda 4256, X5009 Córdoba","03514829611","03514829611","","https://www.google.com/maps/place/RED+ODONTOLOGICA/data=!4m7!3m6!1s0x9432992e2893767d:0x4d3fa156e4cc8f15!8m2!3d-31.3699792!4d-64.2341774!16s%2Fg%2F11cn3pc58m!19sChIJfXaTKC6ZMpQRFY_M5FahP00?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Celeste Gimenez - Psicóloga - Gestalt","Córdoba","Argentina","Mayor Arruabarrena 1662, X5009 IQF, Córdoba","0351152316318","0351152316318","https://www.terapiagestaltica.com/","https://www.google.com/maps/place/Celeste+Gimenez+-+Psic%C3%B3loga+-+Gestalt/data=!4m7!3m6!1s0x943299281074dca3:0xb84850a12b5d8053!8m2!3d-31.3791134!4d-64.2313342!16s%2Fg%2F11c5_fwh97!19sChIJo9x0ECiZMpQRU4BdK6FQSLg?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Psicóloga Alicia Mammana Licenciada en Psicología","Córdoba","Argentina","Av. Fernando Fader 3557, X5006 Córdoba","0351153626535","0351153626535","https://aliciamammana.com.ar/","https://www.google.com/maps/place/Psic%C3%B3loga+Alicia+Mammana+Licenciada+en+Psicolog%C3%ADa/data=!4m7!3m6!1s0x943299245a61dbd7:0x17b74f349d85e822!8m2!3d-31.3798391!4d-64.2267867!16s%2Fg%2F11ljck_0zs!19sChIJ19thWiSZMpQRIuiFnTRPtxc?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Psicóloga","Córdoba","Argentina","José Roque Funes 1500, X5009 Córdoba","0351158697238","0351158697238","","https://www.google.com/maps/place/Psic%C3%B3loga/data=!4m7!3m6!1s0x9432991735b10bfd:0xae0d0992fb6de1a7!8m2!3d-31.3754479!4d-64.240988!16s%2Fg%2F11yysx0d4b!19sChIJ_QuxNReZMpQRp-Ft-5IJDa4?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Consultorio de Psicología","Córdoba","Argentina","Marcos Sastre 1749, X5000 Córdoba","03584319766","03584319766","https://www.instagram.com/espaciopsi_?igsh=MW15cm1hYXZtbmFyNw%3D%3D&utm_source=qr","https://www.google.com/maps/place/Consultorio+de+Psicolog%C3%ADa/data=!4m7!3m6!1s0x94329900073ec2a1:0x239617f6427600e1!8m2!3d-31.3814087!4d-64.2267323!16s%2Fg%2F11zh9f5tk4!19sChIJocI-BwCZMpQR4QB2QvYXliM?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Psicóloga Cerro de las rosas.Lic.Natalia Mendez Psicoterapia cognitiva conductual. Paseo lucerna.","Córdoba","Argentina","Av. Rafael Núñez 4620, X5009 Córdoba","03512538074","03512538074","","https://www.google.com/maps/place/Psic%C3%B3loga+Cerro+de+las+rosas.Lic.Natalia+Mendez+Psicoterapia+cognitiva+conductual.+Paseo+lucerna./data=!4m7!3m6!1s0x943299dd2a1d8a21:0x41a92d25a1724e2b!8m2!3d-31.3632626!4d-64.2364883!16s%2Fg%2F11stlhf7jq!19sChIJIYodKt2ZMpQRK05yoSUtqUE?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Nutricionista Vanesa Birri","Córdoba","Argentina","Blvd. San Juan 340, X5000ATQ Córdoba","03512082310","03512082310","http://www.nutricionistaencordoba.com/","https://www.google.com/maps/place/Nutricionista+Vanesa+Birri/data=!4m7!3m6!1s0x9432a286c99cf095:0x6a88419021a1fd80!8m2!3d-31.4194462!4d-64.1908261!16s%2Fg%2F1pty3gh8v!19sChIJlfCcyYaiMpQRgP2hIZBBiGo?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Nutricionista Valeria Barrios, Nutri Vibra","Córdoba","Argentina","Jujuy 309, X5000 Córdoba","0351156143112","0351156143112","http://nutricionvibra.com.ar/","https://www.google.com/maps/place/Nutricionista+Valeria+Barrios,+Nutri+Vibra/data=!4m7!3m6!1s0x943299646df6d06b:0x3ba5c3bca13823dc!8m2!3d-31.4103996!4d-64.1894466!16s%2Fg%2F11pf8f097d!19sChIJa9D2bWSZMpQR3CM4obzDpTs?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Nutricionista Sol Oyola","Córdoba","Argentina","25 de Mayo 425, X5000 Córdoba","03513168377","03513168377","https://nutrisol.com.ar/","https://www.google.com/maps/place/Nutricionista+Sol+Oyola/data=!4m7!3m6!1s0x9432a304ccfb0217:0x157021f4e4f6f545!8m2!3d-31.4165051!4d-64.177923!16s%2Fg%2F11trhsj8p2!19sChIJFwL7zASjMpQRRfX25PQhcBU?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Nutriendo Hábitos","Córdoba","Argentina","Duarte Quirós 925, X5000 Córdoba","03512293726","03512293726","https://nutriendohabitos.com.ar/","https://www.google.com/maps/place/Nutriendo+H%C3%A1bitos/data=!4m7!3m6!1s0x9432a366d7c898cd:0x385a9c1136890885!8m2!3d-31.4159056!4d-64.1977522!16s%2Fg%2F11pxbz797d!19sChIJzZjI12ajMpQRhQiJNhGcWjg?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Nutrición en Córdoba","Córdoba","Argentina","Av. Duarte Quirós 631, X5000 Córdoba","03516600798","03516600798","https://nutricionencordoba.enpeso.com/","https://www.google.com/maps/place/Nutrici%C3%B3n+en+C%C3%B3rdoba/data=!4m7!3m6!1s0x9432a28da0cdc185:0x4f56515866e12812!8m2!3d-31.4171214!4d-64.1939032!16s%2Fg%2F11cp5ddg4z!19sChIJhcHNoI2iMpQREijhZlhRVk8?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Salud Odontologica Integral | Clínica dental Córdoba","Córdoba","Argentina","Sta Rosa 460, X5000ESJ Córdoba","03512690760","03512690760","http://sointegral.com.ar/","https://www.google.com/maps/place/Salud+Odontologica+Integral+%7C+Cl%C3%ADnica+dental+C%C3%B3rdoba/data=!4m7!3m6!1s0x943299338a3271d3:0xd871c4567bae506e!8m2!3d-31.4106466!4d-64.1888216!16s%2Fg%2F11fjz7whyj!19sChIJ03EyijOZMpQRblCue1bEcdg?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Torreblanca | Odontólogo en Córdoba","Córdoba","Argentina","Av. Figueroa Alcorta 46 1A, X5000 Córdoba","03516454419","03516454419","https://torreblancaodontologia.com.ar/","https://www.google.com/maps/place/Torreblanca+%7C+Odont%C3%B3logo+en+C%C3%B3rdoba/data=!4m7!3m6!1s0x943299e03b1ab71d:0x9fff3051da96800f!8m2!3d-31.4133972!4d-64.1912777!16s%2Fg%2F11yr_z2npm!19sChIJHbcaO-CZMpQRD4CW2lEw_58?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"CODEC Centros Odontológicos de Especialidades Córdoba","Córdoba","Argentina","PIiso: 7 Depto: F, Gral. Paz 73, X5022 Córdoba","03516167870","03516167870","","https://www.google.com/maps/place/CODEC+Centros+Odontol%C3%B3gicos+de+Especialidades+C%C3%B3rdoba/data=!4m7!3m6!1s0x9432a2825e0f725d:0xe628d69edc608d83!8m2!3d-31.4143416!4d-64.1865252!16s%2Fg%2F1ptyjwwhn!19sChIJXXIPXoKiMpQRg41g3J7WKOY?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Centro odontológico","Córdoba","Argentina","Av. Vélez Sarsfield 576 6 piso, X5000 Córdoba","03517610323","03517610323","https://www.instagram.com/centroodontologicocba?igsh=MWlxZXlobjU5c2pxaw%3D%3D&utm_source=qr","https://www.google.com/maps/place/Centro+odontol%C3%B3gico/data=!4m7!3m6!1s0x9432a347a9c569e5:0x784b2dd25effd9b8!8m2!3d-31.4220304!4d-64.1897417!16s%2Fg%2F11s571kjp1!19sChIJ5WnFqUejMpQRuNn_XtItS3g?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Docta Dent - Clínica Dental - 24hs Guardias y Urgencias Odontológicas.Odontologo. Sabados todo el dia turnos.","Córdoba","Argentina","Ituzaingó 669 Piso 1* ""C, X5000 Córdoba","03512909656","03512909656","http://doctadent.com.ar/","https://www.google.com/maps/place/Docta+Dent+-+Cl%C3%ADnica+Dental+-+24hs+Guardias+y+Urgencias+Odontol%C3%B3gicas.Odontologo.+Sabados+todo+el+dia+turnos./data=!4m7!3m6!1s0x9432a28fc12ba20d:0x553a6bf93cc45409!8m2!3d-31.424864!4d-64.184541!16s%2Fg%2F11b88p3dqn!19sChIJDaIrwY-iMpQRCVTEPPlrOlU?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Psicologa Cordoba Capital - Lic. Silvana G. Cabral","Córdoba","Argentina","Caseros N° 344 Piso 7° Of 59, X5000AHH Córdoba","03513453013","03513453013","http://www.psicologacba.com.ar/","https://www.google.com/maps/place/Psicologa+Cordoba+Capital+-+Lic.+Silvana+G.+Cabral/data=!4m7!3m6!1s0x9432a332a312d1b9:0x275fbd954988a827!8m2!3d-31.416816!4d-64.189737!16s%2Fg%2F11kbjfwl15!19sChIJudESozKjMpQRJ6iISZW9Xyc?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Psicóloga Erica Gonzalez","Córdoba","Argentina","Blvd. San Juan 550, X5000 Córdoba","03516133522","03516133522","https://psicologaericagonzalez.com/","https://www.google.com/maps/place/Psic%C3%B3loga+Erica+Gonzalez/data=!4m7!3m6!1s0x9432a399a9e73f49:0x560c499dd468b195!8m2!3d-31.418683!4d-64.193445!16s%2Fg%2F11rcv09nhx!19sChIJST_nqZmjMpQRlbFo1J1JDFY?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Psicólogos Córdoba - Servicios en Psicología y Salud Mental","Córdoba","Argentina","San Martín 321, X5022 Córdoba","03515730226","03515730226","https://psicologoscordoba.org/","https://www.google.com/maps/place/Psic%C3%B3logos+C%C3%B3rdoba+-+Servicios+en+Psicolog%C3%ADa+y+Salud+Mental/data=!4m7!3m6!1s0x9432a28924078f77:0x30d073596707ce44!8m2!3d-31.4124621!4d-64.1826538!16s%2Fg%2F11cjj6bt9w!19sChIJd48HJImiMpQRRM4HZ1lz0DA?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Múltiples Miradas - Centro de Psicología.","Córdoba","Argentina","Torre Angela: 27 de Abril 370 - 25 C Centro, 5000AEH Córdoba","03513050518","03513050518","http://www.multiplesmiradas.com.ar/","https://www.google.com/maps/place/M%C3%BAltiples+Miradas+-+Centro+de+Psicolog%C3%ADa./data=!4m7!3m6!1s0x9432a2818f787205:0x5a77d2f0258729ac!8m2!3d-31.4154094!4d-64.1897172!16s%2Fg%2F1hc1bmp8g!19sChIJBXJ4j4GiMpQRrCmHJfDSd1o?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"RedPSICba Red de Psicólogos en Córdoba","Córdoba","Argentina","Av. Hipólito Yrigoyen 476, X5000IUX X5000IUX, Córdoba","03513046413","03513046413","http://www.redpsicba.com.ar/","https://www.google.com/maps/place/RedPSICba+Red+de+Psic%C3%B3logos+en+C%C3%B3rdoba/data=!4m7!3m6!1s0x9432a346313a1b7b:0x5f4c4b9d74c08399!8m2!3d-31.4262606!4d-64.1861526!16s%2Fg%2F11h_8792n2!19sChIJexs6MUajMpQRmYPAdJ1LTF8?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Nutricionista Tania León","Asunción","Paraguay","Sauce 1691, Asunción 001108, Paraguay","595971693166","595971693166","https://tanialeon.soy/","https://www.google.com/maps/place/Nutricionista+Tania+Le%C3%B3n/data=!4m7!3m6!1s0x945da91f0537695b:0x7a6cd604e084365f!8m2!3d-25.306973!4d-57.6331826!16s%2Fg%2F11n14cggn7!19sChIJW2k3BR-pXZQRXzaE4ATWbHo?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"mylife - Carolina Sosky","Asunción","Paraguay","Cruz del Defensor 706 esquina, Asunción 001413, Paraguay","595986156480","595986156480","http://www.mylife.com.py/","https://www.google.com/maps/place/mylife+-+Carolina+Sosky/data=!4m7!3m6!1s0x945da987afd6e2ef:0x30e1ddb1e0d6174b!8m2!3d-25.2997071!4d-57.5810641!16s%2Fg%2F11h0yl83v3!19sChIJ7-LWr4epXZQRSxfW4LHd4TA?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Esteban Rivarola Health & fitness","Asunción","Paraguay","MCW8+XHW, Cruz Del Chaco &, Dugraty, Asunción, Paraguay","595981888198","595981888198","","https://www.google.com/maps/place/Esteban+Rivarola+Health+%26+fitness/data=!4m7!3m6!1s0x945da9c527637d35:0x1c6adc4197c5245c!8m2!3d-25.302524!4d-57.5835496!16s%2Fg%2F11n_xqq8qk!19sChIJNX1jJ8WpXZQRXCTFl0Hcahw?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Kerstin Willms Nutrición","Asunción","Paraguay","Eligio Ayala, Asunción 001218, Paraguay","595971568547","595971568547","","https://www.google.com/maps/place/Kerstin+Willms+Nutrici%C3%B3n/data=!4m7!3m6!1s0x945da7c17260b125:0xfca11df5801abf1e!8m2!3d-25.2874089!4d-57.6240739!16s%2Fg%2F11frnt9cv5!19sChIJJbFgcsGnXZQRHr8agPUdofw?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"NUTRICIONISTA","Asunción","Paraguay","Teodoro S. Mongelós 3852, Asunción 001230, Paraguay","595983614891","595983614891","","https://www.google.com/maps/place/NUTRICIONISTA/data=!4m7!3m6!1s0x945da87647a24fed:0x8574c06af0a1ed2d!8m2!3d-25.3051853!4d-57.6000808!16s%2Fg%2F1hf4jrt__!19sChIJ7U-iR3aoXZQRLe2h8GrAdIU?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Odonto Excellence Recoleta","Asunción","Paraguay","MCX8+GWX, Dr. Eduardo López Moreira, Asunción 001413, Paraguay","595974142009","595974142009","","https://www.google.com/maps/place/Odonto+Excellence+Recoleta/data=!4m7!3m6!1s0x945da9d2c6f8b533:0x6df5f1233812ebc0!8m2!3d-25.3011257!4d-57.582631!16s%2Fg%2F11vjjl748_!19sChIJM7X4xtKpXZQRwOsSOCPx9W0?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Asuncion Dental Clinic","Asunción","Paraguay","Pacheco, Av. Choferes Del Chaco 775, Asunción 1412, Paraguay","595984536880","595984536880","","https://www.google.com/maps/place/Asuncion+Dental+Clinic/data=!4m7!3m6!1s0x945da7d30c955f6f:0xf5b4f86f73518bd6!8m2!3d-25.29567!4d-57.592412!16s%2Fg%2F1yglpczjt!19sChIJb1-VDNOnXZQR1otRc2_4tPU?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Odontología Planificada","Asunción","Paraguay","Alberto De Sousa 5118 casi, Asunción 001412, Paraguay","595981982766","595981982766","http://www.oplanificada.com.py/","https://www.google.com/maps/place/Odontolog%C3%ADa+Planificada/data=!4m7!3m6!1s0x945da8911fc5bb01:0xea952d4726c87f31!8m2!3d-25.2999142!4d-57.5830383!16s%2Fg%2F1jkwd9gpt!19sChIJAbvFH5GoXZQRMX_IJkctleo?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"OdontoArte - CLINICA ODONTOLOGICA","Asunción","Paraguay","Gral. MacArthur 232, Asunción 001412, Paraguay","595971212184","595971212184","http://www.odontoarte.com.py/","https://www.google.com/maps/place/OdontoArte+-+CLINICA+ODONTOLOGICA/data=!4m7!3m6!1s0x945da89ca95629c1:0x9fb94ec4a17f9498!8m2!3d-25.292429!4d-57.5868815!16s%2Fg%2F11fyz_gcqx!19sChIJwSlWqZyoXZQRmJR_ocROuZ8?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Odonto Center Especialidades","Asunción","Paraguay","Celsa Speratti, Asunción 001230, Paraguay","595983535456","595983535456","http://odontocenter.com.py/","https://www.google.com/maps/place/Odonto+Center+Especialidades/data=!4m7!3m6!1s0x945da862e83bd9fb:0x3e1d69a7593a8be1!8m2!3d-25.3027734!4d-57.6007648!16s%2Fg%2F11c6_67jvk!19sChIJ-9k76GKoXZQR4Ys6WadpHT4?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"María José Llano Carrillo - Psicóloga Clínica","Asunción","Paraguay","Carlos M. Gimenez 4919, Asunción 001414, Paraguay","595981852200","595981852200","","https://www.google.com/maps/place/Mar%C3%ADa+Jos%C3%A9+Llano+Carrillo+-+Psic%C3%B3loga+Cl%C3%ADnica/data=!4m7!3m6!1s0x945da90c417107b9:0xc5113fc434e1db35!8m2!3d-25.3036183!4d-57.5876196!16s%2Fg%2F11fn2xykgy!19sChIJuQdxQQypXZQRNdvhNMQ_EcU?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Centro Activamente","Asunción","Paraguay","Patricio Oviedo 156 entre, Av. Mariscal López y, Asunción, Paraguay","595971170090","595971170090","","https://www.google.com/maps/place/Centro+Activamente/data=!4m7!3m6!1s0x945da76ec6b82807:0xc72f9848d3fafa96!8m2!3d-25.2915734!4d-57.5955974!16s%2Fg%2F11q8jrbwf3!19sChIJByi4xm6nXZQRlvr600iYL8c?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Clinica Integral Neuropsicologica","Asunción","Paraguay","José Martí 5160, Asunción 001421, Paraguay","595982388921","595982388921","https://www.clinicaintegralneuropsicologica.org/","https://www.google.com/maps/place/Clinica+Integral+Neuropsicologica/data=!4m7!3m6!1s0x945da88d429b50df:0xcedd5b9d64814439!8m2!3d-25.3081748!4d-57.5877823!16s%2Fg%2F11c55vy151!19sChIJ31CbQo2oXZQROUSBZJ1b3c4?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Laura Britos - Psicóloga Clínica","Asunción","Paraguay","Cnel. Antoliano Cantero, Asunción 001413, Paraguay","595972807776","595972807776","","https://www.google.com/maps/place/Laura+Britos+-+Psic%C3%B3loga+Cl%C3%ADnica/data=!4m7!3m6!1s0x945da900445da48b:0xdf4e2f76d4955e27!8m2!3d-25.2985864!4d-57.5906623!16s%2Fg%2F11vxy713pl!19sChIJi6RdRACpXZQRJ16V1HYvTt8?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Lic. Nicolás Angulo","Asunción","Paraguay","San Roque Gonzalez de Santacruz 1841, Asunción 001421, Paraguay","595981832732","595981832732","","https://www.google.com/maps/place/Lic.+Nicol%C3%A1s+Angulo/data=!4m7!3m6!1s0x945da9bc5a8c6ed9:0x2de0b0faaaecb229!8m2!3d-25.3078742!4d-57.5893813!16s%2Fg%2F11fl902y4n!19sChIJ2W6MWrypXZQRKbLsqvqw4C0?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Clinica 4 de Julio","Asunción","Paraguay","4 de Julio casi, Asunción 001408, Paraguay","595981482052","595981482052","http://www.focusnutricion.com.py/","https://www.google.com/maps/place/Clinica+4+de+Julio/data=!4m7!3m6!1s0x945da9ba5be5dd51:0xea51f51c54bdeba3!8m2!3d-25.292581!4d-57.5724128!16s%2Fg%2F11vbbx2c9f!19sChIJUd3lW7qpXZQRo-u9VBz1Ueo?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Luciana Gómez, Nutricionista Infantil BLW, Trastornos de la Alimentación - Comer, criar, amar","Asunción","Paraguay","Capitán Juan Dimas Motta 408, Asunción 001408, Paraguay","595981810129","595981810129","https://instagram.com/blwlg?igshid=YmMyMTA2M2Y=","https://www.google.com/maps/place/Luciana+G%C3%B3mez,+Nutricionista+Infantil+BLW,+Trastornos+de+la+Alimentaci%C3%B3n+-+Comer,+criar,+amar/data=!4m7!3m6!1s0x945da7240f005289:0x3fff9bfdf80b7e40!8m2!3d-25.2938603!4d-57.5735393!16s%2Fg%2F11sszhljtr!19sChIJiVIADySnXZQRQH4L-P2b_z8?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Nutricionista Silvana Masi","Asunción","Paraguay","Denis Roa 1341 casi, Asunción 001410, Paraguay","595982152905","595982152905","https://www.instagram.com/nutrisilvanamasi?igsh=aTFneTV5Y2Q3ZzF6","https://www.google.com/maps/place/Nutricionista+Silvana+Masi/data=!4m7!3m6!1s0x945da9724aebd7cd:0xe4eeec1640e4c803!8m2!3d-25.2897671!4d-57.5595696!16s%2Fg%2F11z1kzzdkr!19sChIJzdfrSnKpXZQRA8jkQBbs7uQ?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Consultorio majonutri","Asunción","Paraguay","Agustín Pío Barrios 636, Asunción 001529, Paraguay","595972561500","595972561500","https://www.instagram.com/majonutri/saved/","https://www.google.com/maps/place/Consultorio+majonutri/data=!4m7!3m6!1s0x945da74b1babf1bd:0xd2b56bd9bb5c67c8!8m2!3d-25.2824387!4d-57.581076!16s%2Fg%2F11rkj378cp!19sChIJvfGrG0unXZQRyGdcu9lrtdI?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Nutricionista Myriam Vila","Asunción","Paraguay","Adolfo Riquelme 4675, Asunción 1849, Paraguay","595971910020","595971910020","","https://www.google.com/maps/place/Nutricionista+Myriam+Vila/data=!4m7!3m6!1s0x945da93bed4f434b:0xcffc332f74fbc34a!8m2!3d-25.3036302!4d-57.590242!16s%2Fg%2F11fn20nx45!19sChIJS0NP7TupXZQRSsP7dC8z_M8?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Margraf Dental Center","Asunción","Paraguay","Moisés Bertoni, Asunción 001411, Paraguay","595994659767","595994659767","https://www.margrafdentalcenter.com/","https://www.google.com/maps/place/Margraf+Dental+Center/data=!4m7!3m6!1s0x945da8b97adb1bdf:0x64f26a25782e2511!8m2!3d-25.2896331!4d-57.5806066!16s%2Fg%2F11gbf6ff9q!19sChIJ3xvbermoXZQRESUueCVq8mQ?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
